index,time_from_trigger_s,sample_signed_approx_24bit,trigger,frame_error_latched
3906,4.375134815,-5120,0,0
3907,4.376651852,-4096,0,0
3908,4.378168889,-4096,0,0
3909,4.379685926,-5120,0,0
3910,4.381202963,-3072,0,0
3911,4.382720000,-4096,0,0
3912,4.384237037,-4096,0,0
3913,4.385754074,-6144,0,0
3914,4.387271111,-5120,0,0
3915,4.388788148,-5120,0,0
3916,4.390305185,-3072,0,0
3917,4.391822222,-1024,0,0
3918,4.393339259,-5120,0,0
3919,4.394856296,-5120,0,0
3920,4.396373333,-5120,0,0
3921,4.397890370,-5120,0,0
3922,4.399407407,-2048,0,0
3923,4.400924444,-5120,0,0
3924,4.402441481,-2048,0,0
3925,4.403958519,-5120,0,0
3926,4.405475556,-3072,0,0
3927,4.406992593,-3072,0,0
3928,4.408509630,-3072,0,0
3929,4.410026667,-3072,0,0
3930,4.411543704,-4096,0,0
3931,4.413060741,-2048,0,0
3932,4.414577778,-1024,0,0
3933,4.416094815,0,0,0
3934,4.417611852,1024,0,0
3935,4.419128889,-2048,0,0
3936,4.420645926,0,0,0
3937,4.422162963,2048,0,0
3938,4.423680000,2048,0,0
3939,4.425197037,3072,0,0
3940,4.426714074,2048,0,0
3941,4.428231111,3072,0,0
3942,4.429748148,3072,0,0
3943,4.431265185,4096,0,0
3944,4.432782222,4096,0,0
3945,4.434299259,2048,0,0
3946,4.435816296,3072,0,0
3947,4.437333333,4096,0,0
3948,4.438850370,2048,0,0
3949,4.440367407,5120,0,0
3950,4.441884444,2048,0,0
3951,4.443401481,2048,0,0
3952,4.444918519,-1024,0,0
3953,4.446435556,1024,0,0
3954,4.447952593,-1024,0,0
3955,4.449469630,-4096,0,0
3956,4.450986667,-4096,0,0
3957,4.452503704,-4096,0,0
3958,4.454020741,-4096,0,0
3959,4.455537778,-2048,0,0
3960,4.457054815,-2048,0,0
3961,4.458571852,-1024,0,0
3962,4.460088889,-2048,0,0
3963,4.461605926,-5120,0,0
3964,4.463122963,-3072,0,0
3965,4.464640000,-3072,0,0
3966,4.466157037,-5120,0,0
3967,4.467674074,-4096,0,0
3968,4.469191111,-3072,0,0
3969,4.470708148,-6144,0,0
3970,4.472225185,-3072,0,0
3971,4.473742222,-5120,0,0
3972,4.475259259,-4096,0,0
3973,4.476776296,-7168,0,0
3974,4.478293333,-6144,0,0
3975,4.479810370,-3072,0,0
3976,4.481327407,-5120,0,0
3977,4.482844444,-5120,0,0
3978,4.484361481,-6144,0,0
3979,4.485878519,-5120,0,0
3980,4.487395556,-5120,0,0
3981,4.488912593,-5120,0,0
3982,4.490429630,-5120,0,0
3983,4.491946667,-6144,0,0
3984,4.493463704,-5120,0,0
3985,4.494980741,-5120,0,0
3986,4.496497778,-5120,0,0
3987,4.498014815,-2048,0,0
3988,4.499531852,-1024,0,0
3989,4.501048889,-1024,0,0
3990,4.502565926,-3072,0,0
3991,4.504082963,-2048,0,0
3992,4.505600000,0,0,0
3993,4.507117037,-1024,0,0
3994,4.508634074,-3072,0,0
3995,4.510151111,-3072,0,0
3996,4.511668148,-4096,0,0
3997,4.513185185,-2048,0,0
3998,4.514702222,-1024,0,0
3999,4.516219259,0,0,0
4000,4.517736296,-1024,0,0
4001,4.519253333,0,0,0
4002,4.520770370,0,0,0
4003,4.522287407,2048,0,0
4004,4.523804444,2048,0,0
4005,4.525321481,2048,0,0
4006,4.526838519,1024,0,0
4007,4.528355556,3072,0,0
4008,4.529872593,1024,0,0
4009,4.531389630,2048,0,0
4010,4.532906667,2048,0,0
4011,4.534423704,2048,0,0
4012,4.535940741,2048,0,0
4013,4.537457778,2048,0,0
4014,4.538974815,5120,0,0
4015,4.540491852,3072,0,0
4016,4.542008889,2048,0,0
4017,4.543525926,0,0,0
4018,4.545042963,4096,0,0
4019,4.546560000,3072,0,0
4020,4.548077037,4096,0,0
4021,4.549594074,4096,0,0
4022,4.551111111,2048,0,0
4023,4.552628148,2048,0,0
4024,4.554145185,3072,0,0
4025,4.555662222,4096,0,0
4026,4.557179259,5120,0,0
4027,4.558696296,3072,0,0
4028,4.560213333,4096,0,0
4029,4.561730370,3072,0,0
4030,4.563247407,1024,0,0
4031,4.564764444,1024,0,0
4032,4.566281481,2048,0,0
4033,4.567798519,0,0,0
4034,4.569315556,-2048,0,0
4035,4.570832593,0,0,0
4036,4.572349630,2048,0,0
4037,4.573866667,-1024,0,0
4038,4.575383704,-1024,0,0
4039,4.576900741,-2048,0,0
4040,4.578417778,0,0,0
4041,4.579934815,-1024,0,0
4042,4.581451852,0,0,0
4043,4.582968889,0,0,0
4044,4.584485926,1024,0,0
4045,4.586002963,2048,0,0
4046,4.587520000,2048,0,0
4047,4.589037037,2048,0,0
4048,4.590554074,0,0,0
4049,4.592071111,5120,0,0
4050,4.593588148,1024,0,0
4051,4.595105185,1024,0,0
4052,4.596622222,0,0,0
4053,4.598139259,2048,0,0
4054,4.599656296,3072,0,0
4055,4.601173333,2048,0,0
4056,4.602690370,2048,0,0
4057,4.604207407,1024,0,0
4058,4.605724444,0,0,0
4059,4.607241481,1024,0,0
4060,4.608758519,2048,0,0
4061,4.610275556,2048,0,0
4062,4.611792593,2048,0,0
4063,4.613309630,-3072,0,0
4064,4.614826667,-1024,0,0
4065,4.616343704,-3072,0,0
4066,4.617860741,-2048,0,0
4067,4.619377778,-4096,0,0
4068,4.620894815,-4096,0,0
4069,4.622411852,-3072,0,0
4070,4.623928889,-4096,0,0
4071,4.625445926,-5120,0,0
4072,4.626962963,-4096,0,0
4073,4.628480000,-3072,0,0
4074,4.629997037,-4096,0,0
4075,4.631514074,-4096,0,0
4076,4.633031111,-4096,0,0
4077,4.634548148,0,0,0
4078,4.636065185,0,0,0
4079,4.637582222,-1024,0,0
4080,4.639099259,-3072,0,0
4081,4.640616296,-3072,0,0
4082,4.642133333,-4096,0,0
4083,4.643650370,-4096,0,0
4084,4.645167407,-2048,0,0
4085,4.646684444,-1024,0,0
4086,4.648201481,-5120,0,0
4087,4.649718519,-1024,0,0
4088,4.651235556,-2048,0,0
4089,4.652752593,-3072,0,0
4090,4.654269630,-2048,0,0
4091,4.655786667,-5120,0,0
4092,4.657303704,-3072,0,0
4093,4.658820741,-2048,0,0
4094,4.660337778,0,0,0
4095,4.661854815,0,0,0
4096,4.663371852,-1024,0,0
4097,4.664888889,-1024,0,0
4098,4.666405926,-2048,0,0
4099,4.667922963,1024,0,0
4100,4.669440000,-1024,0,0
4101,4.670957037,-2048,0,0
4102,4.672474074,-1024,0,0
4103,4.673991111,-1024,0,0
4104,4.675508148,-2048,0,0
4105,4.677025185,0,0,0
4106,4.678542222,1024,0,0
4107,4.680059259,1024,0,0
4108,4.681576296,1024,0,0
4109,4.683093333,2048,0,0
4110,4.684610370,2048,0,0
4111,4.686127407,3072,0,0
4112,4.687644444,2048,0,0
4113,4.689161481,2048,0,0
4114,4.690678519,-2048,0,0
4115,4.692195556,-1024,0,0
4116,4.693712593,-3072,0,0
4117,4.695229630,-2048,0,0
4118,4.696746667,-3072,0,0
4119,4.698263704,-2048,0,0
4120,4.699780741,-3072,0,0
4121,4.701297778,-6144,0,0
4122,4.702814815,-7168,0,0
4123,4.704331852,-6144,0,0
4124,4.705848889,-7168,0,0
4125,4.707365926,-6144,0,0
4126,4.708882963,-5120,0,0
4127,4.710400000,-7168,0,0
4128,4.711917037,-8192,0,0
4129,4.713434074,-8192,0,0
4130,4.714951111,-6144,0,0
4131,4.716468148,-8192,0,0
4132,4.717985185,-8192,0,0
4133,4.719502222,-5120,0,0
4134,4.721019259,-7168,0,0
4135,4.722536296,-6144,0,0
4136,4.724053333,-7168,0,0
4137,4.725570370,-7168,0,0
4138,4.727087407,-6144,0,0
4139,4.728604444,-5120,0,0
4140,4.730121481,-4096,0,0
4141,4.731638519,-4096,0,0
4142,4.733155556,-3072,0,0
4143,4.734672593,-2048,0,0
4144,4.736189630,-2048,0,0
4145,4.737706667,0,0,0
4146,4.739223704,1024,0,0
4147,4.740740741,1024,0,0
4148,4.742257778,2048,0,0
4149,4.743774815,0,0,0
4150,4.745291852,0,0,0
4151,4.746808889,1024,0,0
4152,4.748325926,2048,0,0
4153,4.749842963,2048,0,0
4154,4.751360000,0,0,0
4155,4.752877037,3072,0,0
4156,4.754394074,5120,0,0
4157,4.755911111,2048,0,0
4158,4.757428148,4096,0,0
4159,4.758945185,5120,0,0
4160,4.760462222,2048,0,0
4161,4.761979259,2048,0,0
4162,4.763496296,0,0,0
4163,4.765013333,1024,0,0
4164,4.766530370,1024,0,0
4165,4.768047407,0,0,0
4166,4.769564444,0,0,0
4167,4.771081481,1024,0,0
4168,4.772598519,1024,0,0
4169,4.774115556,1024,0,0
4170,4.775632593,1024,0,0
4171,4.777149630,-1024,0,0
4172,4.778666667,-1024,0,0
4173,4.780183704,-1024,0,0
4174,4.781700741,-2048,0,0
4175,4.783217778,-1024,0,0
4176,4.784734815,-2048,0,0
4177,4.786251852,-2048,0,0
4178,4.787768889,2048,0,0
4179,4.789285926,0,0,0
4180,4.790802963,1024,0,0
4181,4.792320000,0,0,0
4182,4.793837037,2048,0,0
4183,4.795354074,0,0,0
4184,4.796871111,1024,0,0
4185,4.798388148,1024,0,0
4186,4.799905185,0,0,0
4187,4.801422222,1024,0,0
4188,4.802939259,0,0,0
4189,4.804456296,2048,0,0
4190,4.805973333,-1024,0,0
4191,4.807490370,-2048,0,0
4192,4.809007407,0,0,0
4193,4.810524444,2048,0,0
4194,4.812041481,0,0,0
4195,4.813558519,-2048,0,0
4196,4.815075556,-1024,0,0
4197,4.816592593,-4096,0,0
4198,4.818109630,-3072,0,0
4199,4.819626667,-3072,0,0
4200,4.821143704,0,0,0
4201,4.822660741,-1024,0,0
4202,4.824177778,-1024,0,0
4203,4.825694815,-3072,0,0
4204,4.827211852,-3072,0,0
4205,4.828728889,-3072,0,0
4206,4.830245926,-3072,0,0
4207,4.831762963,-1024,0,0
4208,4.833280000,-1024,0,0
4209,4.834797037,0,0,0
4210,4.836314074,2048,0,0
4211,4.837831111,2048,0,0
4212,4.839348148,0,0,0
4213,4.840865185,1024,0,0
4214,4.842382222,0,0,0
4215,4.843899259,1024,0,0
4216,4.845416296,-3072,0,0
4217,4.846933333,-3072,0,0
4218,4.848450370,-2048,0,0
4219,4.849967407,-3072,0,0
4220,4.851484444,-3072,0,0
4221,4.853001481,-5120,0,0
4222,4.854518519,-6144,0,0
4223,4.856035556,-6144,0,0
4224,4.857552593,-5120,0,0
4225,4.859069630,-6144,0,0
4226,4.860586667,-8192,0,0
4227,4.862103704,-7168,0,0
4228,4.863620741,-11264,0,0
4229,4.865137778,-8192,0,0
4230,4.866654815,-11264,0,0
4231,4.868171852,-7168,0,0
4232,4.869688889,-8192,0,0
4233,4.871205926,-6144,0,0
4234,4.872722963,-7168,0,0
4235,4.874240000,-10240,0,0
4236,4.875757037,-5120,0,0
4237,4.877274074,-7168,0,0
4238,4.878791111,-7168,0,0
4239,4.880308148,-10240,0,0
4240,4.881825185,-8192,0,0
4241,4.883342222,-5120,0,0
4242,4.884859259,-4096,0,0
4243,4.886376296,-5120,0,0
4244,4.887893333,-6144,0,0
4245,4.889410370,-7168,0,0
4246,4.890927407,-6144,0,0
4247,4.892444444,-6144,0,0
4248,4.893961481,-4096,0,0
4249,4.895478519,-6144,0,0
4250,4.896995556,-3072,0,0
4251,4.898512593,-3072,0,0
4252,4.900029630,-3072,0,0
4253,4.901546667,-2048,0,0
4254,4.903063704,-1024,0,0
4255,4.904580741,-2048,0,0
4256,4.906097778,-1024,0,0
4257,4.907614815,0,0,0
4258,4.909131852,-1024,0,0
4259,4.910648889,-3072,0,0
4260,4.912165926,-3072,0,0
4261,4.913682963,-2048,0,0
4262,4.915200000,-3072,0,0
4263,4.916717037,-2048,0,0
4264,4.918234074,-2048,0,0
4265,4.919751111,-1024,0,0
4266,4.921268148,0,0,0
4267,4.922785185,0,0,0
4268,4.924302222,2048,0,0
4269,4.925819259,3072,0,0
4270,4.927336296,1024,0,0
4271,4.928853333,1024,0,0
4272,4.930370370,3072,0,0
4273,4.931887407,0,0,0
4274,4.933404444,1024,0,0
4275,4.934921481,1024,0,0
4276,4.936438519,2048,0,0
4277,4.937955556,3072,0,0
4278,4.939472593,3072,0,0
4279,4.940989630,3072,0,0
4280,4.942506667,1024,0,0
4281,4.944023704,2048,0,0
4282,4.945540741,3072,0,0
4283,4.947057778,5120,0,0
4284,4.948574815,2048,0,0
4285,4.950091852,3072,0,0
4286,4.951608889,2048,0,0
4287,4.953125926,1024,0,0
4288,4.954642963,3072,0,0
4289,4.956160000,-1024,0,0
4290,4.957677037,0,0,0
4291,4.959194074,3072,0,0
4292,4.960711111,0,0,0
4293,4.962228148,2048,0,0
4294,4.963745185,3072,0,0
4295,4.965262222,4096,0,0
4296,4.966779259,4096,0,0
4297,4.968296296,2048,0,0
4298,4.969813333,4096,0,0
4299,4.971330370,4096,0,0
4300,4.972847407,2048,0,0
4301,4.974364444,-1024,0,0
4302,4.975881481,3072,0,0
4303,4.977398519,0,0,0
4304,4.978915556,1024,0,0
4305,4.980432593,2048,0,0
4306,4.981949630,1024,0,0
4307,4.983466667,-1024,0,0
4308,4.984983704,0,0,0
4309,4.986500741,2048,0,0
4310,4.988017778,2048,0,0
4311,4.989534815,3072,0,0
4312,4.991051852,2048,0,0
4313,4.992568889,-1024,0,0
4314,4.994085926,0,0,0
4315,4.995602963,1024,0,0
4316,4.997120000,0,0,0
4317,4.998637037,-1024,0,0
4318,5.000154074,0,0,0
4319,5.001671111,0,0,0
4320,5.003188148,2048,0,0
4321,5.004705185,1024,0,0
4322,5.006222222,0,0,0
4323,5.007739259,0,0,0
4324,5.009256296,0,0,0
4325,5.010773333,1024,0,0
4326,5.012290370,1024,0,0
4327,5.013807407,0,0,0
4328,5.015324444,0,0,0
4329,5.016841481,0,0,0
4330,5.018358519,0,0,0
4331,5.019875556,1024,0,0
4332,5.021392593,-1024,0,0
4333,5.022909630,0,0,0
4334,5.024426667,2048,0,0
4335,5.025943704,1024,0,0
4336,5.027460741,2048,0,0
4337,5.028977778,1024,0,0
4338,5.030494815,-2048,0,0
4339,5.032011852,-3072,0,0
4340,5.033528889,-1024,0,0
4341,5.035045926,-1024,0,0
4342,5.036562963,-3072,0,0
4343,5.038080000,-2048,0,0
4344,5.039597037,-2048,0,0
4345,5.041114074,-4096,0,0
4346,5.042631111,-3072,0,0
4347,5.044148148,-4096,0,0
4348,5.045665185,-4096,0,0
4349,5.047182222,-4096,0,0
4350,5.048699259,-4096,0,0
4351,5.050216296,-3072,0,0
4352,5.051733333,-6144,0,0
4353,5.053250370,-5120,0,0
4354,5.054767407,-6144,0,0
4355,5.056284444,-7168,0,0
4356,5.057801481,-6144,0,0
4357,5.059318519,-5120,0,0
4358,5.060835556,-6144,0,0
4359,5.062352593,-8192,0,0
4360,5.063869630,-7168,0,0
4361,5.065386667,-4096,0,0
4362,5.066903704,-4096,0,0
4363,5.068420741,-5120,0,0
4364,5.069937778,-5120,0,0
4365,5.071454815,-6144,0,0
4366,5.072971852,-4096,0,0
4367,5.074488889,-4096,0,0
4368,5.076005926,-6144,0,0
4369,5.077522963,-3072,0,0
4370,5.079040000,-3072,0,0
4371,5.080557037,-1024,0,0
4372,5.082074074,1024,0,0
4373,5.083591111,0,0,0
4374,5.085108148,1024,0,0
4375,5.086625185,1024,0,0
4376,5.088142222,2048,0,0
4377,5.089659259,4096,0,0
4378,5.091176296,3072,0,0
4379,5.092693333,2048,0,0
4380,5.094210370,2048,0,0
4381,5.095727407,3072,0,0
4382,5.097244444,2048,0,0
4383,5.098761481,3072,0,0
4384,5.100278519,3072,0,0
4385,5.101795556,2048,0,0
4386,5.103312593,3072,0,0
4387,5.104829630,3072,0,0
4388,5.106346667,2048,0,0
4389,5.107863704,4096,0,0
4390,5.109380741,4096,0,0
4391,5.110897778,3072,0,0
4392,5.112414815,5120,0,0
4393,5.113931852,4096,0,0
4394,5.115448889,5120,0,0
4395,5.116965926,3072,0,0
4396,5.118482963,4096,0,0
4397,5.120000000,4096,0,0
4398,5.121517037,6144,0,0
4399,5.123034074,6144,0,0
4400,5.124551111,4096,0,0
4401,5.126068148,4096,0,0
4402,5.127585185,5120,0,0
4403,5.129102222,5120,0,0
4404,5.130619259,6144,0,0
4405,5.132136296,4096,0,0
4406,5.133653333,4096,0,0
4407,5.135170370,6144,0,0
4408,5.136687407,6144,0,0
4409,5.138204444,4096,0,0
4410,5.139721481,7168,0,0
4411,5.141238519,7168,0,0
4412,5.142755556,5120,0,0
4413,5.144272593,5120,0,0
4414,5.145789630,4096,0,0
4415,5.147306667,4096,0,0
4416,5.148823704,4096,0,0
4417,5.150340741,3072,0,0
4418,5.151857778,3072,0,0
4419,5.153374815,3072,0,0
4420,5.154891852,5120,0,0
4421,5.156408889,5120,0,0
4422,5.157925926,4096,0,0
4423,5.159442963,6144,0,0
4424,5.160960000,6144,0,0
4425,5.162477037,6144,0,0
4426,5.163994074,4096,0,0
4427,5.165511111,5120,0,0
4428,5.167028148,5120,0,0
4429,5.168545185,4096,0,0
4430,5.170062222,3072,0,0
4431,5.171579259,5120,0,0
4432,5.173096296,3072,0,0
4433,5.174613333,7168,0,0
4434,5.176130370,3072,0,0
4435,5.177647407,2048,0,0
4436,5.179164444,3072,0,0
4437,5.180681481,3072,0,0
4438,5.182198519,6144,0,0
4439,5.183715556,6144,0,0
4440,5.185232593,6144,0,0
4441,5.186749630,5120,0,0
4442,5.188266667,6144,0,0
4443,5.189783704,6144,0,0
4444,5.191300741,6144,0,0
4445,5.192817778,6144,0,0
4446,5.194334815,4096,0,0
4447,5.195851852,3072,0,0
4448,5.197368889,5120,0,0
4449,5.198885926,4096,0,0
4450,5.200402963,2048,0,0
4451,5.201920000,3072,0,0
4452,5.203437037,3072,0,0
4453,5.204954074,4096,0,0
4454,5.206471111,7168,0,0
4455,5.207988148,8192,0,0
4456,5.209505185,4096,0,0
4457,5.211022222,6144,0,0
4458,5.212539259,6144,0,0
4459,5.214056296,5120,0,0
4460,5.215573333,8192,0,0
4461,5.217090370,5120,0,0
4462,5.218607407,6144,0,0
4463,5.220124444,5120,0,0
4464,5.221641481,5120,0,0
4465,5.223158519,6144,0,0
4466,5.224675556,2048,0,0
4467,5.226192593,3072,0,0
4468,5.227709630,5120,0,0
4469,5.229226667,4096,0,0
4470,5.230743704,5120,0,0
4471,5.232260741,5120,0,0
4472,5.233777778,5120,0,0
4473,5.235294815,4096,0,0
4474,5.236811852,4096,0,0
4475,5.238328889,3072,0,0
4476,5.239845926,3072,0,0
4477,5.241362963,1024,0,0
4478,5.242880000,0,0,0
4479,5.244397037,3072,0,0
4480,5.245914074,2048,0,0
4481,5.247431111,3072,0,0
4482,5.248948148,3072,0,0
4483,5.250465185,2048,0,0
4484,5.251982222,2048,0,0
4485,5.253499259,2048,0,0
4486,5.255016296,0,0,0
4487,5.256533333,2048,0,0
4488,5.258050370,2048,0,0
4489,5.259567407,-1024,0,0
4490,5.261084444,-1024,0,0
4491,5.262601481,-1024,0,0
4492,5.264118519,1024,0,0
4493,5.265635556,0,0,0
4494,5.267152593,0,0,0
4495,5.268669630,-2048,0,0
4496,5.270186667,-2048,0,0
4497,5.271703704,-2048,0,0
4498,5.273220741,0,0,0
4499,5.274737778,-1024,0,0
4500,5.276254815,-4096,0,0
4501,5.277771852,-3072,0,0
4502,5.279288889,-2048,0,0
4503,5.280805926,-3072,0,0
4504,5.282322963,-4096,0,0
4505,5.283840000,-7168,0,0
4506,5.285357037,-6144,0,0
4507,5.286874074,-7168,0,0
4508,5.288391111,-6144,0,0
4509,5.289908148,-9216,0,0
4510,5.291425185,-6144,0,0
4511,5.292942222,-5120,0,0
4512,5.294459259,-2048,0,0
4513,5.295976296,-5120,0,0
4514,5.297493333,-3072,0,0
4515,5.299010370,-4096,0,0
4516,5.300527407,-6144,0,0
4517,5.302044444,-5120,0,0
4518,5.303561481,-5120,0,0
4519,5.305078519,-6144,0,0
4520,5.306595556,-4096,0,0
4521,5.308112593,-6144,0,0
4522,5.309629630,-4096,0,0
4523,5.311146667,-4096,0,0
4524,5.312663704,-5120,0,0
4525,5.314180741,-4096,0,0
4526,5.315697778,-3072,0,0
4527,5.317214815,-3072,0,0
4528,5.318731852,-3072,0,0
4529,5.320248889,-4096,0,0
4530,5.321765926,-3072,0,0
4531,5.323282963,-1024,0,0
4532,5.324800000,-4096,0,0
4533,5.326317037,-1024,0,0
4534,5.327834074,0,0,0
4535,5.329351111,0,0,0
4536,5.330868148,-1024,0,0
4537,5.332385185,-1024,0,0
4538,5.333902222,1024,0,0
4539,5.335419259,2048,0,0
4540,5.336936296,1024,0,0
4541,5.338453333,2048,0,0
4542,5.339970370,4096,0,0
4543,5.341487407,4096,0,0
4544,5.343004444,4096,0,0
4545,5.344521481,5120,0,0
4546,5.346038519,3072,0,0
4547,5.347555556,1024,0,0
4548,5.349072593,1024,0,0
4549,5.350589630,2048,0,0
4550,5.352106667,2048,0,0
4551,5.353623704,2048,0,0
4552,5.355140741,1024,0,0
4553,5.356657778,1024,0,0
4554,5.358174815,0,0,0
4555,5.359691852,1024,0,0
4556,5.361208889,0,0,0
4557,5.362725926,1024,0,0
4558,5.364242963,-1024,0,0
4559,5.365760000,-1024,0,0
4560,5.367277037,-1024,0,0
4561,5.368794074,-3072,0,0
4562,5.370311111,-5120,0,0
4563,5.371828148,-4096,0,0
4564,5.373345185,-3072,0,0
4565,5.374862222,-5120,0,0
4566,5.376379259,-6144,0,0
4567,5.377896296,-5120,0,0
4568,5.379413333,-7168,0,0
4569,5.380930370,-4096,0,0
4570,5.382447407,-6144,0,0
4571,5.383964444,-2048,0,0
4572,5.385481481,-6144,0,0
4573,5.386998519,-7168,0,0
4574,5.388515556,-4096,0,0
4575,5.390032593,-5120,0,0
4576,5.391549630,-5120,0,0
4577,5.393066667,-8192,0,0
4578,5.394583704,-7168,0,0
4579,5.396100741,-5120,0,0
4580,5.397617778,-7168,0,0
4581,5.399134815,-2048,0,0
4582,5.400651852,-3072,0,0
4583,5.402168889,-4096,0,0
4584,5.403685926,-6144,0,0
4585,5.405202963,-3072,0,0
4586,5.406720000,-2048,0,0
4587,5.408237037,-3072,0,0
4588,5.409754074,-2048,0,0
4589,5.411271111,-2048,0,0
4590,5.412788148,-2048,0,0
4591,5.414305185,-3072,0,0
4592,5.415822222,-2048,0,0
4593,5.417339259,-1024,0,0
4594,5.418856296,-2048,0,0
4595,5.420373333,2048,0,0
4596,5.421890370,0,0,0
4597,5.423407407,-1024,0,0
4598,5.424924444,-1024,0,0
4599,5.426441481,-3072,0,0
4600,5.427958519,-1024,0,0
4601,5.429475556,-4096,0,0
4602,5.430992593,-3072,0,0
4603,5.432509630,-2048,0,0
4604,5.434026667,-3072,0,0
4605,5.435543704,-2048,0,0
4606,5.437060741,-1024,0,0
4607,5.438577778,-2048,0,0
4608,5.440094815,0,0,0
4609,5.441611852,-2048,0,0
4610,5.443128889,1024,0,0
4611,5.444645926,0,0,0
4612,5.446162963,-2048,0,0
4613,5.447680000,-2048,0,0
4614,5.449197037,-2048,0,0
4615,5.450714074,-1024,0,0
4616,5.452231111,-1024,0,0
4617,5.453748148,1024,0,0
4618,5.455265185,0,0,0
4619,5.456782222,1024,0,0
4620,5.458299259,4096,0,0
4621,5.459816296,2048,0,0
4622,5.461333333,4096,0,0
4623,5.462850370,5120,0,0
4624,5.464367407,2048,0,0
4625,5.465884444,4096,0,0
4626,5.467401481,4096,0,0
4627,5.468918519,2048,0,0
4628,5.470435556,4096,0,0
4629,5.471952593,3072,0,0
4630,5.473469630,3072,0,0
4631,5.474986667,4096,0,0
4632,5.476503704,6144,0,0
4633,5.478020741,4096,0,0
4634,5.479537778,4096,0,0
4635,5.481054815,4096,0,0
4636,5.482571852,3072,0,0
4637,5.484088889,4096,0,0
4638,5.485605926,4096,0,0
4639,5.487122963,0,0,0
4640,5.488640000,1024,0,0
4641,5.490157037,2048,0,0
4642,5.491674074,1024,0,0
4643,5.493191111,3072,0,0
4644,5.494708148,2048,0,0
4645,5.496225185,5120,0,0
4646,5.497742222,3072,0,0
4647,5.499259259,4096,0,0
4648,5.500776296,5120,0,0
4649,5.502293333,4096,0,0
4650,5.503810370,3072,0,0
4651,5.505327407,4096,0,0
4652,5.506844444,5120,0,0
4653,5.508361481,3072,0,0
4654,5.509878519,3072,0,0
4655,5.511395556,1024,0,0
4656,5.512912593,1024,0,0
4657,5.514429630,2048,0,0
4658,5.515946667,2048,0,0
4659,5.517463704,1024,0,0
4660,5.518980741,1024,0,0
4661,5.520497778,1024,0,0
4662,5.522014815,2048,0,0
4663,5.523531852,2048,0,0
4664,5.525048889,2048,0,0
4665,5.526565926,3072,0,0
4666,5.528082963,1024,0,0
4667,5.529600000,0,0,0
4668,5.531117037,0,0,0
4669,5.532634074,0,0,0
4670,5.534151111,-1024,0,0
4671,5.535668148,-1024,0,0
4672,5.537185185,-4096,0,0
4673,5.538702222,-2048,0,0
4674,5.540219259,-5120,0,0
4675,5.541736296,-6144,0,0
4676,5.543253333,-3072,0,0
4677,5.544770370,-4096,0,0
4678,5.546287407,-4096,0,0
4679,5.547804444,-6144,0,0
4680,5.549321481,-2048,0,0
4681,5.550838519,-6144,0,0
4682,5.552355556,-7168,0,0
4683,5.553872593,-5120,0,0
4684,5.555389630,-5120,0,0
4685,5.556906667,-5120,0,0
4686,5.558423704,-4096,0,0
4687,5.559940741,-5120,0,0
4688,5.561457778,-7168,0,0
4689,5.562974815,-8192,0,0
4690,5.564491852,-7168,0,0
4691,5.566008889,-7168,0,0
4692,5.567525926,-9216,0,0
4693,5.569042963,-8192,0,0
4694,5.570560000,-9216,0,0
4695,5.572077037,-8192,0,0
4696,5.573594074,-9216,0,0
4697,5.575111111,-11264,0,0
4698,5.576628148,-10240,0,0
4699,5.578145185,-11264,0,0
4700,5.579662222,-7168,0,0
4701,5.581179259,-8192,0,0
4702,5.582696296,-8192,0,0
4703,5.584213333,-10240,0,0
4704,5.585730370,-7168,0,0
4705,5.587247407,-8192,0,0
4706,5.588764444,-6144,0,0
4707,5.590281481,-6144,0,0
4708,5.591798519,-8192,0,0
4709,5.593315556,-6144,0,0
4710,5.594832593,-6144,0,0
4711,5.596349630,-6144,0,0
4712,5.597866667,-7168,0,0
4713,5.599383704,-5120,0,0
4714,5.600900741,-5120,0,0
4715,5.602417778,-5120,0,0
4716,5.603934815,-4096,0,0
4717,5.605451852,-3072,0,0
4718,5.606968889,-3072,0,0
4719,5.608485926,-4096,0,0
4720,5.610002963,-4096,0,0
4721,5.611520000,-1024,0,0
4722,5.613037037,-1024,0,0
4723,5.614554074,-1024,0,0
4724,5.616071111,-2048,0,0
4725,5.617588148,-1024,0,0
4726,5.619105185,-2048,0,0
4727,5.620622222,-2048,0,0
4728,5.622139259,-3072,0,0
4729,5.623656296,-1024,0,0
4730,5.625173333,-1024,0,0
4731,5.626690370,1024,0,0
4732,5.628207407,0,0,0
4733,5.629724444,0,0,0
4734,5.631241481,0,0,0
4735,5.632758519,-1024,0,0
4736,5.634275556,0,0,0
4737,5.635792593,1024,0,0
4738,5.637309630,0,0,0
4739,5.638826667,1024,0,0
4740,5.640343704,0,0,0
4741,5.641860741,2048,0,0
4742,5.643377778,0,0,0
4743,5.644894815,3072,0,0
4744,5.646411852,1024,0,0
4745,5.647928889,2048,0,0
4746,5.649445926,0,0,0
4747,5.650962963,2048,0,0
4748,5.652480000,1024,0,0
4749,5.653997037,0,0,0
4750,5.655514074,2048,0,0
4751,5.657031111,1024,0,0
4752,5.658548148,1024,0,0
4753,5.660065185,2048,0,0
4754,5.661582222,1024,0,0
4755,5.663099259,0,0,0
4756,5.664616296,-1024,0,0
